town_number,town‪_‬name,region_number,region,sector_number,sector,muni_number,muni,total,age_0-6,age_6-18,age_19-45,age_46-55,age_56-64,age_65+
315       ,נגבה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,1043      ,87        ,269       ,354       ,97        ,56        ,180
316       ,כפר נטר                  ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,1151      ,126       ,279       ,413       ,144       ,54        ,135
317       ,בית אורן                 ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,435       ,43        ,67        ,157       ,56        ,50        ,62
318       ,עמיעוז                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,310       ,32        ,62        ,106       ,43        ,26        ,41
319       ,עמיר                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,654       ,53        ,95        ,237       ,77        ,48        ,144
320       ,כפר ורבורג               ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1214      ,104       ,310       ,393       ,181       ,79        ,147
322       ,בית הלל                  ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,791       ,73        ,149       ,348       ,73        ,55        ,93
324       ,שאר ישוב                 ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,597       ,49        ,116       ,242       ,72        ,44        ,74
325       ,מצובה                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1301      ,100       ,362       ,460       ,145       ,105       ,129
326       ,בית יצחק-שער חפר         ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,2318      ,187       ,502       ,733       ,266       ,210       ,420
327       ,שדות ים                  ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,1015      ,135       ,190       ,350       ,107       ,77        ,156
328       ,עזוז                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,86        ,3         ,28        ,24        ,16        ,9         ,6
329       ,שדה נחמיה                ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,1140      ,104       ,284       ,394       ,150       ,79        ,129
330       ,אלומות                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,472       ,62        ,87        ,186       ,40        ,50        ,47
331       ,ניר צבי                  ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,עמק לוד                  ,1320      ,121       ,291       ,438       ,157       ,98        ,215
334       ,קבוצת יבנה               ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,882       ,88        ,173       ,336       ,71        ,70        ,144
335       ,רמת השופט                ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,1101      ,93        ,264       ,375       ,143       ,55        ,171
336       ,דורות                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,790       ,86        ,129       ,306       ,53        ,49        ,167
338       ,איבים                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,369       ,13        ,92        ,221       ,24        ,11        ,8
339       ,רמת צבי                  ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,667       ,82        ,158       ,231       ,52        ,49        ,95
340       ,גת )קיבוץ(               ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,807       ,74        ,188       ,247       ,86        ,56        ,156
342       ,גברעם                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,497       ,74        ,88        ,194       ,49        ,30        ,62
343       ,חמדיה                    ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,413       ,27        ,76        ,142       ,38        ,36        ,94
344       ,מענית                    ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,743       ,77        ,143       ,267       ,73        ,58        ,125
345       ,כפר סאלד                 ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,647       ,75        ,98        ,265       ,59        ,36        ,114
346       ,גליל ים                  ,51        ,תל אביב                  ,57        ,הרצליה                   ,19        ,חוף השרון                ,499       ,61        ,88        ,186       ,46        ,38        ,80
347       ,מנרה                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,263       ,27        ,22        ,106       ,29        ,21        ,58
348       ,ניר עם                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,506       ,55        ,71        ,195       ,55        ,36        ,94
351       ,ניצן                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,2214      ,277       ,691       ,765       ,205       ,155       ,121
352       ,גבולות                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,429       ,25        ,82        ,151       ,38        ,53        ,80
353       ,בית זיד                  ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,143       ,10        ,15        ,35        ,19        ,28        ,36
354       ,רביבים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,938       ,65        ,144       ,348       ,110       ,119       ,152
355       ,חורשים                   ,42        ,פתח תקווה                ,349       ,ראש העין                 ,20        ,דרום השרון               ,366       ,22        ,53        ,120       ,54        ,46        ,71
356       ,הגושרים                  ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,818       ,66        ,132       ,327       ,85        ,81        ,127
357       ,כפר בלום                 ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,1028      ,87        ,205       ,347       ,107       ,67        ,215
358       ,יד מרדכי                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,914       ,67        ,134       ,334       ,98        ,82        ,199
359       ,ניצנים                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,431       ,43        ,55        ,130       ,37        ,58        ,108
360       ,גבעת ניל"י               ,32        ,חדרה                     ,32        ,חדרה                     ,45        ,אלונה                    ,692       ,56        ,202       ,238       ,75        ,63        ,58
362       ,רוחמה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,705       ,56        ,136       ,214       ,71        ,49        ,179
363       ,חפץ חיים                 ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,605       ,105       ,169       ,208       ,28        ,40        ,55
364       ,כפר אוריה                ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,897       ,90        ,272       ,311       ,108       ,61        ,55
365       ,בית קשת                  ,22        ,כנרת                     ,22        ,טבריה                    ,3         ,הגליל התחתון             ,724       ,72        ,178       ,229       ,88        ,65        ,92
366       ,שמיר                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,922       ,60        ,189       ,333       ,121       ,80        ,139
367       ,עין העמק                 ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,784       ,64        ,165       ,291       ,102       ,69        ,93
368       ,ביריה                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,928       ,97        ,243       ,314       ,84        ,86        ,104
369       ,גלעד )אבן יצחק(          ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,566       ,68        ,97        ,206       ,51        ,46        ,98
370       ,גזר                      ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,470       ,30        ,51        ,197       ,39        ,86        ,67
371       ,כדורי                    ,22        ,כנרת                     ,22        ,טבריה                    ,3         ,הגליל התחתון             ,86        ,8         ,16        ,37        ,7         ,11        ,7
372       ,רמות נפתלי               ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,597       ,37        ,131       ,190       ,113       ,33        ,93
373       ,בית הלוי                 ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,756       ,78        ,164       ,261       ,81        ,67        ,105
374       ,חוקוק                    ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,713       ,86        ,170       ,228       ,90        ,48        ,91
375       ,מגל                      ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,1254      ,95        ,388       ,392       ,180       ,65        ,134
376       ,עברון                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,897       ,85        ,161       ,332       ,89        ,66        ,164
377       ,המעפיל                   ,41        ,השרון                    ,32        ,חדרה                     ,16        ,עמק חפר                  ,958       ,90        ,244       ,299       ,136       ,53        ,136
378       ,משגב עם                  ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,333       ,18        ,62        ,138       ,33        ,27        ,55
379       ,גאולים                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,970       ,87        ,214       ,333       ,121       ,87        ,128
380       ,להבות הבשן               ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,963       ,55        ,235       ,308       ,157       ,80        ,128
382       ,מכמורת                   ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1404      ,113       ,240       ,474       ,176       ,135       ,266
383       ,עין הנצי"ב               ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,659       ,69        ,160       ,235       ,43        ,49        ,103
385       ,עמיעד                    ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,532       ,28        ,72        ,176       ,67        ,68        ,121
386       ,בני דרור                 ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1279      ,79        ,174       ,332       ,106       ,128       ,460
387       ,כפר מונש                 ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,918       ,91        ,209       ,304       ,107       ,94        ,113
388       ,כפר קיש                  ,22        ,כנרת                     ,22        ,טבריה                    ,3         ,הגליל התחתון             ,618       ,55        ,143       ,219       ,85        ,45        ,71
389       ,בצרה                     ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,1140      ,95        ,294       ,355       ,178       ,73        ,145
390       ,רגבה                     ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1096      ,69        ,210       ,371       ,115       ,97        ,234
392       ,קדמה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,40        ,4         ,11        ,17        ,3         ,0         ,5
393       ,גלאון                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,631       ,75        ,118       ,202       ,58        ,49        ,129
394       ,שובל                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,861       ,94        ,154       ,309       ,87        ,64        ,153
395       ,משמר הנגב                ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1119      ,85        ,210       ,350       ,119       ,130       ,225
396       ,נבטים                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,988       ,89        ,216       ,370       ,117       ,94        ,102
397       ,חצרים                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1080      ,89        ,185       ,397       ,116       ,107       ,186
398       ,שרשרת                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,361       ,21        ,111       ,107       ,38        ,41        ,43
399       ,בארי                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,1164      ,112       ,209       ,418       ,122       ,118       ,185
400       ,אבן שמואל                ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,1545      ,202       ,555       ,527       ,115       ,70        ,76
402       ,ניר יצחק                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,727       ,52        ,74        ,314       ,60        ,110       ,117
403       ,אורים                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,562       ,28        ,55        ,210       ,50        ,74        ,145
405       ,נווה אילן                ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,995       ,79        ,235       ,337       ,95        ,96        ,153
406       ,חצור-אשדוד               ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,922       ,88        ,163       ,304       ,80        ,90        ,197
407       ,דברת                     ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,476       ,54        ,111       ,156       ,44        ,42        ,69
408       ,נאות מרדכי               ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,692       ,67        ,106       ,261       ,53        ,66        ,139
409       ,יחיעם                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,798       ,68        ,190       ,291       ,69        ,45        ,135
412       ,קרית שלמה                ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,13        ,0         ,0         ,1         ,0         ,1         ,11
413       ,צאלים                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,531       ,34        ,94        ,207       ,47        ,58        ,91
414       ,קלחים                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,602       ,80        ,179       ,213       ,59        ,31        ,40
415       ,שוקדה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,528       ,100       ,176       ,178       ,17        ,21        ,36
416       ,מעין ברוך                ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,633       ,58        ,100       ,240       ,71        ,59        ,105
417       ,יקום                     ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,750       ,79        ,133       ,263       ,93        ,61        ,121
418       ,בני ציון                 ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,1246      ,106       ,308       ,401       ,171       ,109       ,151
419       ,סעד                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,921       ,102       ,234       ,323       ,69        ,43        ,150
421       ,משאבי שדה                ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,590       ,53        ,69        ,212       ,67        ,72        ,117
422       ,חרב לאת                  ,41        ,השרון                    ,32        ,חדרה                     ,16        ,עמק חפר                  ,748       ,58        ,159       ,263       ,100       ,57        ,111
423       ,העוגן                    ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,855       ,76        ,134       ,290       ,71        ,99        ,185
424       ,גבים                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,627       ,58        ,142       ,230       ,85        ,42        ,70
425       ,משמרת                    ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1014      ,69        ,304       ,298       ,191       ,64        ,88
426       ,עין כרמל                 ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,808       ,69        ,226       ,271       ,103       ,50        ,89
427       ,כפר גלים                 ,31        ,חיפה                     ,31        ,חיפה                     ,15        ,חוף הכרמל                ,169       ,15        ,54        ,69        ,12        ,10        ,9
428       ,ברור חיל                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,1025      ,67        ,188       ,363       ,132       ,100       ,175
429       ,אלוני אבא                ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1039      ,59        ,331       ,309       ,187       ,65        ,88
430       ,בית לחם הגלילית          ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,826       ,71        ,158       ,285       ,103       ,105       ,104
431       ,דלתון                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,897       ,85        ,216       ,335       ,114       ,69        ,78
432       ,שמרת                     ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,556       ,48        ,99        ,203       ,46        ,48        ,112
433       ,נחשולים                  ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,760       ,91        ,141       ,253       ,98        ,69        ,108
434       ,החותרים                  ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,819       ,102       ,146       ,297       ,77        ,70        ,127
435       ,נצר סרני                 ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,874       ,135       ,152       ,308       ,64        ,59        ,156
436       ,עין דור                  ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1347      ,135       ,243       ,452       ,155       ,124       ,238
437       ,רשפים                    ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,933       ,130       ,234       ,356       ,62        ,55        ,96
439       ,שלוחות                   ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,521       ,64        ,78        ,185       ,38        ,60        ,96
440       ,יסודות                   ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,731       ,132       ,289       ,210       ,20        ,25        ,55
442       ,גדעונה                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,445       ,61        ,108       ,166       ,40        ,33        ,37
443       ,כפר הנשיא                ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,887       ,68        ,100       ,291       ,105       ,108       ,215
444       ,רגבים                    ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,608       ,67        ,116       ,180       ,67        ,56        ,122
445       ,רמות מנשה                ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,1311      ,103       ,379       ,405       ,183       ,90        ,151
446       ,אודים                    ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,1132      ,100       ,239       ,396       ,168       ,92        ,137
447       ,נורדיה                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1956      ,125       ,233       ,567       ,164       ,245       ,622
448       ,בני עטרות                ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,912       ,83        ,216       ,323       ,111       ,73        ,106
449       ,נחלים                    ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1490      ,193       ,387       ,494       ,122       ,94        ,200
450       ,בארות יצחק               ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,581       ,57        ,86        ,212       ,52        ,58        ,116
452       ,יזרעאל                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,793       ,48        ,130       ,254       ,89        ,54        ,218
453       ,יפתח                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,694       ,51        ,120       ,269       ,76        ,67        ,111
454       ,סער                      ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,929       ,74        ,252       ,306       ,119       ,82        ,96
456       ,שורש                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1322      ,68        ,147       ,293       ,121       ,109       ,584
457       ,גזית                     ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,812       ,72        ,121       ,284       ,88        ,84        ,163
460       ,רמת רזיאל                ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,679       ,59        ,154       ,229       ,83        ,64        ,90
462       ,טל שחר                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1209      ,147       ,313       ,411       ,144       ,67        ,127
463       ,געתון                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,727       ,55        ,149       ,251       ,77        ,76        ,119
464       ,הראל                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,333       ,23        ,70        ,98        ,36        ,72        ,34
465       ,צובה                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,814       ,60        ,115       ,339       ,90        ,90        ,120
466       ,בית דגן                  ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,7001      ,503       ,1514      ,2525      ,980       ,674       ,805
469       ,קרית עקרון               ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,11223     ,1055      ,1991      ,4249      ,1301      ,1113      ,1514
472       ,אבו גוש                  ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,7907      ,785       ,2015      ,3200      ,818       ,600       ,489
473       ,אבו סנאן                 ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,13318     ,1136      ,3218      ,5725      ,1431      ,915       ,893
475       ,דחי                      ,23        ,עפולה                    ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,699       ,58        ,178       ,276       ,90        ,48        ,49
478       ,אכסאל                    ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,14560     ,1509      ,4020      ,6093      ,1465      ,810       ,663
480       ,בית ג'ן                  ,24        ,עכו                      ,20        ,כרמיאל                   ,0         ,                         ,12014     ,983       ,2681      ,5384      ,1315      ,847       ,804
481       ,מגאר                     ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,22680     ,1997      ,5411      ,10193     ,2445      ,1368      ,1266
482       ,בועיינה-נוג'ידאת         ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,9884      ,1063      ,2711      ,4351      ,909       ,450       ,400
483       ,בענה                     ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,8299      ,789       ,2248      ,3500      ,873       ,467       ,422
485       ,ג'ולס                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,6347      ,488       ,1376      ,2802      ,765       ,466       ,450
487       ,ג'ש )גוש חלב(            ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,3309      ,228       ,664       ,1304      ,441       ,265       ,407
489       ,דבוריה                   ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,10396     ,1024      ,2747      ,4064      ,1259      ,666       ,636
490       ,דייר אל-אסד              ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,12409     ,1231      ,3395      ,5206      ,1240      ,695       ,642
492       ,דייר חנא                 ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,10530     ,975       ,2606      ,4453      ,1181      ,674       ,641
493       ,דייר ראפאת               ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,91        ,11        ,35        ,32        ,6         ,0         ,7
494       ,דאלית אל-כרמל            ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,17274     ,1430      ,3610      ,7310      ,2200      ,1415      ,1309
496       ,חורפיש                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,6468      ,585       ,1523      ,2863      ,695       ,384       ,418
497       ,טייבה )בעמק(             ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1850      ,221       ,482       ,811       ,167       ,90        ,79
498       ,טורעאן                   ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,14205     ,1431      ,3876      ,5862      ,1451      ,811       ,774
499       ,יפיע                     ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,19090     ,1775      ,4885      ,7913      ,2146      ,1257      ,1114
502       ,ירכא                     ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,15604     ,1427      ,4060      ,6725      ,1603      ,952       ,837
504       ,כאבול                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,11997     ,1195      ,3220      ,5011      ,1355      ,654       ,562
505       ,כאוכב אבו אל-היג'א       ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3827      ,381       ,990       ,1535      ,459       ,206       ,256
507       ,כפר יאסיף                ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,10770     ,830       ,2309      ,4515      ,1263      ,941       ,912
508       ,כפר כמא                  ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,3407      ,249       ,647       ,1422      ,356       ,329       ,404
509       ,כפר כנא                  ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,22305     ,2299      ,6289      ,9135      ,2195      ,1265      ,1122
510       ,כפר מנדא                 ,24        ,עכו                      ,25        ,נצרת עילית               ,0         ,                         ,19674     ,2288      ,5741      ,8323      ,1720      ,884       ,718
511       ,עילוט                    ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,8090      ,916       ,2276      ,3416      ,796       ,370       ,316
512       ,כפר מצר                  ,25        ,נצרת                     ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,2739      ,249       ,805       ,1127      ,286       ,163       ,109
514       ,עין ראפה                 ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,1247      ,123       ,391       ,483       ,117       ,59        ,74
516       ,מג'ד אל-כרום             ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,15320     ,1349      ,4211      ,6438      ,1646      ,877       ,799
517       ,מזרעה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3875      ,345       ,722       ,1688      ,467       ,377       ,276
518       ,מעיליא                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3330      ,221       ,633       ,1294      ,452       ,265       ,465
520       ,משהד                     ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,8559      ,982       ,2300      ,3623      ,763       ,469       ,422
521       ,עין נקובא                ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,3500      ,460       ,1098      ,1424      ,266       ,169       ,83
522       ,נחף                      ,24        ,עכו                      ,20        ,כרמיאל                   ,0         ,                         ,13142     ,1427      ,3812      ,5499      ,1242      ,619       ,543
523       ,ניין                     ,23        ,עפולה                    ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,1914      ,150       ,490       ,813       ,199       ,134       ,128
524       ,נאעורה                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,2354      ,284       ,701       ,932       ,215       ,124       ,98
525       ,סאג'ור                   ,24        ,עכו                      ,20        ,כרמיאל                   ,0         ,                         ,4204      ,333       ,1035      ,1997      ,407       ,229       ,203
526       ,סולם                     ,23        ,עפולה                    ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,2968      ,287       ,773       ,1236      ,305       ,179       ,188
527       ,שזור                     ,24        ,עכו                      ,21        ,צפת                      ,2         ,מרום הגליל               ,354       ,27        ,52        ,118       ,44        ,60        ,53
528       ,עוזייר                   ,25        ,נצרת                     ,25        ,נצרת עילית               ,65        ,אל-בטוף                  ,3176      ,352       ,968       ,1325      ,273       ,135       ,123
529       ,אעבלין                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,13067     ,1152      ,3270      ,5453      ,1490      ,888       ,814
530       ,עיילבון                  ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,5775      ,495       ,1282      ,2386      ,629       ,484       ,499
531       ,עראבה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,25827     ,2682      ,7484      ,10554     ,2575      ,1327      ,1205
532       ,עין מאהל                 ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,13258     ,1312      ,3563      ,5474      ,1465      ,823       ,621
534       ,עספיא                    ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,12392     ,954       ,2641      ,5163      ,1495      ,1015      ,1124
535       ,פסוטה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3448      ,280       ,619       ,1438      ,429       ,310       ,372
536       ,פקיעין )בוקייעה(         ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,5973      ,505       ,1216      ,2579      ,673       ,491       ,509
537       ,פוריידיס                 ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,13085     ,1429      ,3460      ,5404      ,1329      ,827       ,636
538       ,שעב                      ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,7132      ,725       ,1830      ,3047      ,820       ,372       ,338
539       ,רומאנה                   ,25        ,נצרת                     ,25        ,נצרת עילית               ,65        ,אל-בטוף                  ,1198      ,145       ,363       ,511       ,98        ,47        ,34
